         31874 function calls (31325 primitive calls) in 0.048 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 construction.py:743(_try_cast)
        3    0.000    0.000    0.000    0.000 {pandas._libs.lib.array_equivalent_object}
        1    0.000    0.000    0.000    0.000 concat.py:492(_clean_keys_and_objs)
        3    0.000    0.000    0.000    0.000 range.py:198(_simple_new)
        5    0.000    0.000    0.000    0.000 config.py:686(_warn_if_deprecated)
        2    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
        1    0.000    0.000    0.000    0.000 parse.py:436(urlsplit)
        1    0.000    0.000    0.000    0.000 common.py:121(close)
       12    0.000    0.000    0.000    0.000 _functional_pil.py:14(_is_pil_image)
        1    0.000    0.000    0.000    0.000 {pandas._libs.internals.get_concat_blkno_indexers}
       41    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
       10    0.000    0.000    0.000    0.000 common.py:1581(<genexpr>)
        5    0.000    0.000    0.000    0.000 {built-in method numpy.array}
        3    0.000    0.000    0.000    0.000 common.py:173(_expand_user)
       36    0.000    0.000    0.000    0.000 contextlib.py:426(__exit__)
        1    0.000    0.000    0.000    0.000 missing.py:305(_isna_string_dtype)
        1    0.000    0.000    0.000    0.000 re.py:187(match)
        1    0.000    0.000    0.000    0.000 _methods.py:55(_any)
       36    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_bool_list}
        1    0.000    0.000    0.000    0.000 base.py:781(_rename)
        1    0.000    0.000    0.000    0.000 {built-in method torch.ones}
        2    0.000    0.000    0.000    0.000 series.py:821(__len__)
        1    0.000    0.000    0.000    0.000 base_parser.py:361(_make_index)
       12    0.000    0.000    0.000    0.000 {method 'transpose' of 'numpy.ndarray' objects}
       10    0.000    0.000    0.000    0.000 config.py:647(_get_deprecated_option)
       31    0.000    0.000    0.000    0.000 multiarray.py:153(concatenate)
        1    0.000    0.000    0.000    0.000 base.py:772(_view)
        2    0.000    0.000    0.000    0.000 {method 'long' of 'torch._C._TensorBase' objects}
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.TextIOWrapper' objects}
       12    0.000    0.000    0.000    0.000 _functional_tensor.py:9(_is_tensor_a_torch_image)
        4    0.000    0.000    0.000    0.000 concat.py:431(get_reindexed_values)
        5    0.000    0.000    0.000    0.000 config.py:674(_translate_key)
       36    0.000    0.000    0.000    0.000 range.py:381(is_unique)
        6    0.000    0.000    0.000    0.000 concat.py:471(<genexpr>)
        1    0.000    0.000    0.000    0.000 {built-in method pandas._libs.missing.isnaobj}
        1    0.000    0.000    0.000    0.000 managers.py:2042(create_block_manager_from_blocks)
       36    0.000    0.000    0.000    0.000 base.py:1953(nlevels)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:1025(argsort)
        3    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        1    0.000    0.000    0.000    0.000 indexing.py:1629(_validate_integer)
        2    0.000    0.000    0.000    0.000 concat.py:104(<listcomp>)
        3    0.000    0.000    0.000    0.000 blocks.py:2467(extend_blocks)
       36    0.000    0.000    0.000    0.000 base.py:363(ndim)
       12    0.000    0.000    0.000    0.000 {built-in method torch.get_default_dtype}
        1    0.000    0.000    0.000    0.000 range.py:996(_getitem_slice)
        2    0.000    0.000    0.000    0.000 frame.py:969(shape)
       36    0.000    0.000    0.000    0.000 contextlib.py:423(__enter__)
       12    0.000    0.000    0.000    0.000 functional.py:120(_is_numpy_image)
        3    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 blocks.py:2483(ensure_block_shape)
        1    0.000    0.000    0.000    0.000 base.py:4189(_validate_positional_slice)
        1    0.000    0.000    0.000    0.000 base_parser.py:349(_maybe_make_multi_index_columns)
        6    0.000    0.000    0.000    0.000 blocks.py:203(_can_hold_na)
        2    0.000    0.000    0.000    0.000 base.py:301(array)
        4    0.000    0.000    0.000    0.000 generic.py:6189(__getattr__)
        1    0.000    0.000    0.000    0.000 common.py:296(maybe_iterable_to_list)
        1    0.000    0.000    0.000    0.000 readers.py:1925(_refine_defaults_read)
        1    0.000    0.000    0.000    0.000 c_parser_wrapper.py:330(<dictcomp>)
        9    0.000    0.000    0.000    0.000 inference.py:300(<genexpr>)
        3    0.000    0.000    0.000    0.000 blocks.py:192(_can_consolidate)
       40    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 api.py:102(<listcomp>)
        3    0.000    0.000    0.000    0.000 _asarray.py:108(<setcomp>)
        1    0.000    0.000    0.000    0.000 base_parser.py:861(_do_date_conversions)
        2    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 fromnumeric.py:53(_wrapfunc)
        1    0.000    0.000    0.000    0.000 frozen.py:73(__getitem__)
        3    0.000    0.000    0.000    0.000 posixpath.py:229(expanduser)
        3    0.000    0.000    0.000    0.000 generic.py:6182(<genexpr>)
        1    0.000    0.000    0.000    0.000 c_parser_wrapper.py:212(<dictcomp>)
        4    0.000    0.000    0.000    0.000 managers.py:920(<genexpr>)
        6    0.000    0.000    0.000    0.000 cast.py:1439(<genexpr>)
        1    0.000    0.000    0.000    0.000 api.py:379(default_index)
        9    0.000    0.000    0.000    0.000 cast.py:1430(<genexpr>)
        1    0.000    0.000    0.000    0.000 {built-in method torch.zeros_like}
        1    0.000    0.000    0.000    0.000 shape_base.py:81(atleast_2d)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        1    0.000    0.000    0.000    0.000 api.py:106(_get_distinct_objs)
        4    0.000    0.000    0.000    0.000 blocks.py:187(is_extension)
        2    0.000    0.000    0.000    0.000 concat.py:503(_dtype_to_na_value)
        9    0.000    0.000    0.000    0.000 concat.py:584(<genexpr>)
        1    0.000    0.000    0.000    0.000 c_parser_wrapper.py:213(<listcomp>)
        1    0.000    0.000    0.000    0.000 blocks.py:639(copy)
        1    0.000    0.000    0.000    0.000 c_parser_wrapper.py:194(close)
        1    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        3    0.000    0.000    0.000    0.000 concat.py:750(<genexpr>)
        1    0.000    0.000    0.000    0.000 readers.py:1502(_check_file_or_buffer)
        1    0.000    0.000    0.000    0.000 base_parser.py:600(_set_noconvert_dtype_columns)
        2    0.000    0.000    0.000    0.000 base.py:5634(<genexpr>)
        1    0.000    0.000    0.000    0.000 construction.py:405(_check_values_indices_shape_match)
        2    0.000    0.000    0.000    0.000 concat.py:140(<genexpr>)
        1    0.000    0.000    0.000    0.000 common.py:192(validate_header_arg)
        2    0.000    0.000    0.000    0.000 managers.py:282(arrays)
        1    0.000    0.000    0.000    0.000 frame.py:1018(_can_fast_transpose)
        1    0.000    0.000    0.000    0.000 frame.py:1033(_values)
        1    0.000    0.000    0.000    0.000 concat.py:202(_maybe_reindex_columns_na_proxy)
        1    0.000    0.000    0.000    0.000 common.py:185(all_none)
        1    0.000    0.000    0.000    0.000 concat.py:747(<listcomp>)
        2    0.000    0.000    0.000    0.000 base.py:1750(_get_names)
        1    0.000    0.000    0.000    0.000 c_parser_wrapper.py:326(<listcomp>)
        5    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
        4    0.000    0.000    0.000    0.000 common.py:1219(<genexpr>)
        1    0.000    0.000    0.000    0.000 managers.py:279(<listcomp>)
        2    0.000    0.000    0.000    0.000 parse.py:114(_coerce_args)
        6    0.000    0.000    0.000    0.000 cast.py:1441(<genexpr>)
        5    0.000    0.000    0.000    0.000 construction.py:665(_sanitize_non_ordered)
        5    0.000    0.000    0.000    0.000 blocks.py:1016(_slice)
        3    0.000    0.000    0.000    0.000 base.py:6624(_validate_indexer)
        2    0.000    0.000    0.000    0.000 base.py:510(find)
        9    0.000    0.000    0.000    0.000 cast.py:1446(<genexpr>)
        2    0.000    0.000    0.000    0.000 inference.py:105(is_file_like)
        6    0.000    0.000    0.000    0.000 concat.py:151(<genexpr>)
        1    0.000    0.000    0.000    0.000 construction.py:742(_get_axes)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.min}
        6    0.000    0.000    0.000    0.000 concat.py:463(<genexpr>)
       26    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        1    0.000    0.000    0.000    0.000 common.py:277(is_fsspec_url)
        5    0.000    0.000    0.000    0.000 config.py:615(_select_options)
        1    0.000    0.000    0.000    0.000 {method 'argsort' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
        5    0.000    0.000    0.000    0.000 {pandas._libs.lib.maybe_indices_to_slice}
        4    0.000    0.000    0.000    0.000 concat.py:44(_is_nonempty)
        1    0.000    0.000    0.000    0.000 managers.py:2233(<listcomp>)
        2    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1053(_handle_fromlist)
        6    0.000    0.000    0.000    0.000 concat.py:540(<genexpr>)
        6    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        4    0.000    0.000    0.000    0.000 base.py:538(<genexpr>)
        2    0.000    0.000    0.000    0.000 posixpath.py:41(_get_sep)
        1    0.000    0.000    0.000    0.000 re.py:288(_compile)
        1    0.000    0.000    0.000    0.000 copy.py:66(copy)
        1    0.000    0.000    0.000    0.000 {method 'close' of 'pandas._libs.parsers.TextReader' objects}
        1    0.000    0.000    0.000    0.000 shape_base.py:215(_vhstack_dispatcher)
        3    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        2    0.000    0.000    0.000    0.000 common.py:91(ensure_python_int)
        1    0.000    0.000    0.000    0.000 common.py:503(get_compression_method)
        1    0.000    0.000    0.000    0.000 types.py:176(__get__)
        2    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_all_arraylike}
        1    0.000    0.000    0.000    0.000 base_parser.py:1404(_validate_parse_dates_arg)
       11    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        6    0.000    0.000    0.000    0.000 concat.py:351(__init__)
        2    0.000    0.000    0.000    0.000 concat.py:536(<listcomp>)
        2    0.000    0.000    0.000    0.000 construction.py:196(mgr_to_mgr)
        5    0.000    0.000    0.000    0.000 managers.py:185(blklocs)
        1    0.000    0.000    0.000    0.000 base_parser.py:1247(_process_date_conversion)
        1    0.000    0.000    0.000    0.000 base.py:458(_engine_type)
        1    0.000    0.000    0.000    0.000 common.py:1107(_maybe_memory_map)
        2    0.000    0.000    0.000    0.000 generic.py:6177(<genexpr>)
        3    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 concat.py:236(_is_homogeneous_mgr)
        1    0.000    0.000    0.000    0.000 <string>:2(__init__)
        1    0.000    0.000    0.000    0.000 base.py:2773(_na_value)
        2    0.000    0.000    0.000    0.000 concat.py:148(<setcomp>)
        1    0.000    0.000    0.000    0.000 astype.py:250(astype_is_view)
        1    0.000    0.000    0.000    0.000 concat.py:689(_get_result_dim)
        2    0.000    0.000    0.000    0.000 concat.py:149(<setcomp>)
        4    0.000    0.000    0.000    0.000 concat.py:357(_is_valid_na_for)
        2    0.000    0.000    0.000    0.000 {method 'dim' of 'torch._C._TensorBase' objects}
        1    0.000    0.000    0.000    0.000 common.py:1025(needs_i8_conversion)
        2    0.000    0.000    0.000    0.000 indexing.py:150(iloc)
        9    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 managers.py:536(nblocks)
        1    0.000    0.000    0.000    0.000 base_parser.py:1113(_make_date_converter)
        1    0.000    0.000    0.000    0.000 c_parser_wrapper.py:392(ensure_dtype_objs)
        7    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 base_parser.py:278(_extract_multi_indexer_columns)
        1    0.000    0.000    0.000    0.000 base_parser.py:883(_check_data_length)
        1    0.000    0.000    0.000    0.000 base_parser.py:254(_has_complex_date_col)
        1    0.000    0.000    0.000    0.000 shape_base.py:207(_arrays_for_stack_dispatcher)
        1    0.000    0.000    0.000    0.000 generic.py:638(_info_axis)
        3    0.000    0.000    0.000    0.000 common.py:175(<genexpr>)
        6    0.000    0.000    0.000    0.000 {pandas._libs.algos.ensure_object}
        5    0.000    0.000    0.000    0.000 series.py:1381(_clear_item_cache)
        6    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        5    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
        3    0.000    0.000    0.000    0.000 blocks.py:1003(shape)
        2    0.000    0.000    0.000    0.000 function.py:64(__call__)
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
        1    0.000    0.000    0.000    0.000 _validators.py:226(validate_bool_kwarg)
        5    0.000    0.000    0.000    0.000 multiarray.py:669(result_type)
        3    0.000    0.000    0.000    0.000 codecs.py:331(getstate)
        1    0.000    0.000    0.000    0.000 readers.py:1850(_clean_na_values)
        2    0.000    0.000    0.000    0.000 managers.py:294(<listcomp>)
        2    0.000    0.000    0.000    0.000 common.py:189(<genexpr>)
        3    0.000    0.000    0.000    0.000 base_parser.py:1425(is_index_col)
        1    0.000    0.000    0.000    0.000 common.py:171(not_none)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        1    0.000    0.000    0.000    0.000 readers.py:2153(_validate_skipfooter)
        1    0.000    0.000    0.000    0.000 concat.py:167(<listcomp>)
        2    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        3    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
        3    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_bool}
        1    0.000    0.000    0.000    0.000 readers.py:2055(_extract_dialect)
        1    0.000    0.000    0.000    0.000 managers.py:2242(<listcomp>)
        3    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_int_or_none}
        1    0.000    0.000    0.000    0.000 base_parser.py:234(<setcomp>)
        3    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        1    0.000    0.000    0.000    0.000 construction.py:585(_ensure_2d)
        2    0.000    0.000    0.000    0.000 readers.py:518(validate_integer)
        1    0.000    0.000    0.000    0.000 common.py:514(is_string_or_object_np_dtype)
        1    0.000    0.000    0.000    0.000 _validators.py:450(check_dtype_backend)
        1    0.000    0.000    0.000    0.000 base_parser.py:976(_validate_usecols_arg)
        1    0.000    0.000    0.000    0.000 base.py:691(_constructor)
        1    0.000    0.000    0.000    0.000 indexing.py:2665(need_slice)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup_error}
        2    0.000    0.000    0.000    0.000 parse.py:103(_noop)
        2    0.000    0.000    0.000    0.000 {built-in method numpy.asanyarray}
        1    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 {built-in method sys.getfilesystemencoding}
        1    0.000    0.000    0.000    0.000 managers.py:335(<dictcomp>)
        1    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 series.py:577(_constructor)
        1    0.000    0.000    0.000    0.000 range.py:213(_validate_dtype)
        1    0.000    0.000    0.000    0.000 base_parser.py:246(<listcomp>)
        1    0.000    0.000    0.000    0.000 enum.py:801(value)
        1    0.000    0.000    0.000    0.000 frame.py:637(_constructor)
        1    0.000    0.000    0.000    0.000 readers.py:550(_validate_names)
        1    0.000    0.000    0.000    0.000 copy.py:107(_copy_immutable)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:1021(_argsort_dispatcher)
        1    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.next}
        1    0.000    0.000    0.000    0.000 {function FrozenList.__getitem__ at 0x7fe65e865000}
        1    0.000    0.000    0.000    0.000 readers.py:1779(__enter__)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        1    0.000    0.000    0.000    0.000 shape_base.py:77(_atleast_2d_dispatcher)


